Linha ID;ID Pedido;Data do Pedido;Data do Envio;Mode de Envio;ID Vendedor;Nome do Vendedor;Segmento;Pais;Cidade;Estado;Codigo Postal;Região;Produto ID;Categoria;Sub-Categoria;Nome do Produto;Valor venda;Quantidade;Desconto;Lucro;Ano;Mes;Dia;Envio Dias;Valor Unitario;Margem
7768;CA-2012-169299;2012-08-24;2012-08-26;First Class;DO-13435;Denny Ordway;Consumer;United States;Portland;Oregon;97206;West;OFF-AR-10002053;Office Supplies;Art;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;7,15;3,0;20,0;0,72;2012;8;24;2;2,38;0,1
7769;CA-2014-154088;2014-11-13;2014-11-18;Standard Class;LB-16735;Larry Blacks;Consumer;United States;Tallahassee;Florida;32303;South;OFF-PA-10003651;Office Supplies;Paper;Xerox 1968;26,72;5,0;20,0;9,35;2014;11;13;5;5,34;0,35
7770;CA-2013-155978;2013-08-02;2013-08-02;Same Day;TS-21205;Thomas Seio;Corporate;United States;Riverside;California;92503;West;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;1039,73;2,0;20,0;90,98;2013;8;2;0;519,86;0,09
7771;CA-2013-155978;2013-08-02;2013-08-02;Same Day;TS-21205;Thomas Seio;Corporate;United States;Riverside;California;92503;West;OFF-AP-10002892;Office Supplies;Appliances;Belkin F5C206VTEL 6 Outlet Surge;45,96;2,0;0,0;13,79;2013;8;2;0;22,98;0,3
7772;CA-2013-108196;2013-11-26;2013-12-03;Standard Class;CS-12505;Cindy Stewart;Consumer;United States;Lancaster;Ohio;43130;East;OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;456,59;2,0;70,0;-304,39;2013;11;26;7;228,29;-0,67
7773;CA-2013-108196;2013-11-26;2013-12-03;Standard Class;CS-12505;Cindy Stewart;Consumer;United States;Lancaster;Ohio;43130;East;TEC-MA-10000418;Technology;Machines;Cubify CubeX 3D Printer Double Head Print;4499,99;5,0;70,0;-6599,98;2013;11;26;7;900,0;-1,47
7774;CA-2013-108196;2013-11-26;2013-12-03;Standard Class;CS-12505;Cindy Stewart;Consumer;United States;Lancaster;Ohio;43130;East;TEC-AC-10000926;Technology;Accessories;NETGEAR RangeMax WNR1000 Wireless Router;59,98;3,0;20,0;12,0;2013;11;26;7;19,99;0,2
7775;CA-2013-152800;2013-04-14;2013-04-16;First Class;SP-20920;Susan Pistek;Consumer;United States;San Francisco;California;94109;West;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;6,12;3,0;0,0;2,88;2013;4;14;2;2,04;0,47
7776;CA-2011-166961;2011-12-27;2011-12-31;Standard Class;CD-12790;Cynthia Delaney;Home Office;United States;Moreno Valley;California;92553;West;OFF-AP-10001366;Office Supplies;Appliances;Staples;10,98;1,0;0,0;2,96;2011;12;27;4;10,98;0,27
7777;CA-2011-166961;2011-12-27;2011-12-31;Standard Class;CD-12790;Cynthia Delaney;Home Office;United States;Moreno Valley;California;92553;West;OFF-FA-10003485;Office Supplies;Fasteners;Staples;7,86;3,0;0,0;3,62;2011;12;27;4;2,62;0,46
7778;CA-2011-166961;2011-12-27;2011-12-31;Standard Class;CD-12790;Cynthia Delaney;Home Office;United States;Moreno Valley;California;92553;West;OFF-ST-10004507;Office Supplies;Storage;Advantus Rolling Storage Box;51,45;3,0;0,0;13,89;2011;12;27;4;17,15;0,27
7779;CA-2011-166961;2011-12-27;2011-12-31;Standard Class;CD-12790;Cynthia Delaney;Home Office;United States;Moreno Valley;California;92553;West;OFF-BI-10002353;Office Supplies;Binders;GBC VeloBind Cover Sets;37,06;3,0;20,0;13,9;2011;12;27;4;12,35;0,38
7780;CA-2013-139381;2013-04-19;2013-04-23;Standard Class;RF-19840;Roy Französisch;Consumer;United States;Chesapeake;Virginia;23320;South;OFF-AP-10001271;Office Supplies;Appliances;Eureka The Boss Cordless Rechargeable Stick Vac;203,92;4,0;0,0;55,06;2013;4;19;4;50,98;0,27
7781;CA-2013-139381;2013-04-19;2013-04-23;Standard Class;RF-19840;Roy Französisch;Consumer;United States;Chesapeake;Virginia;23320;South;TEC-PH-10004924;Technology;Phones;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";29,56;4,0;0,0;7,98;2013;4;19;4;7,39;0,27
7782;CA-2012-132136;2012-03-08;2012-03-12;Standard Class;FO-14305;Frank Olsen;Consumer;United States;Chicago;Illinois;60623;Central;OFF-BI-10002706;Office Supplies;Binders;Avery Premier Heavy-Duty Binder with Round Locking Rings;8,57;3,0;80,0;-14,57;2012;3;8;4;2,86;-1,7
7783;CA-2013-162236;2013-11-05;2013-11-07;Second Class;ER-13855;Elpida Rittenbach;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;45,25;2,0;20,0;3,96;2013;11;5;2;22,62;0,09
7784;CA-2013-162236;2013-11-05;2013-11-07;Second Class;ER-13855;Elpida Rittenbach;Corporate;United States;Charlotte;North Carolina;28205;South;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;876,3;10,0;40,0;-292,1;2013;11;5;2;87,63;-0,33
7785;CA-2013-162236;2013-11-05;2013-11-07;Second Class;ER-13855;Elpida Rittenbach;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;185,38;2,0;20,0;-34,76;2013;11;5;2;92,69;-0,19
7786;US-2011-111353;2011-11-29;2011-12-06;Standard Class;PB-19150;Philip Brown;Consumer;United States;New York City;New York;10009;East;OFF-LA-10002762;Office Supplies;Labels;Avery 485;25,06;2,0;0,0;11,78;2011;11;29;7;12,53;0,47
7787;US-2013-117037;2013-05-18;2013-05-21;First Class;LW-17215;Luke Weiss;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10000279;Office Supplies;Binders;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";2,89;1,0;80,0;-4,77;2013;5;18;3;2,89;-1,65
7788;US-2013-117037;2013-05-18;2013-05-21;First Class;LW-17215;Luke Weiss;Consumer;United States;Chicago;Illinois;60653;Central;OFF-FA-10000936;Office Supplies;Fasteners;Acco Hot Clips Clips to Go;7,9;3,0;20,0;2,47;2013;5;18;3;2,63;0,31
7789;US-2013-117037;2013-05-18;2013-05-21;First Class;LW-17215;Luke Weiss;Consumer;United States;Chicago;Illinois;60653;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;22,61;3,0;60,0;-10,17;2013;5;18;3;7,54;-0,45
7790;US-2013-117037;2013-05-18;2013-05-21;First Class;LW-17215;Luke Weiss;Consumer;United States;Chicago;Illinois;60653;Central;OFF-PA-10000791;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;30,53;8,0;20,0;9,54;2013;5;18;3;3,82;0,31
7791;CA-2014-160801;2014-09-20;2014-09-20;Same Day;FG-14260;Frank Gastineau;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10001132;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";4,84;3,0;70,0;-3,39;2014;9;20;0;1,61;-0,7
7792;CA-2013-108364;2013-12-20;2013-12-25;Standard Class;BP-11050;Barry Pond;Corporate;United States;Chicago;Illinois;60623;Central;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1,8;5,0;80,0;-2,88;2013;12;20;5;0,36;-1,6
7793;CA-2014-169362;2014-10-13;2014-10-16;First Class;SP-20860;Sung Pak;Corporate;United States;Dallas;Texas;75217;Central;TEC-AC-10001383;Technology;Accessories;Logitech Wireless Touch Keyboard K400;39,98;2,0;20,0;-1,5;2014;10;13;3;19,99;-0,04
7794;CA-2012-127481;2012-12-12;2012-12-15;Second Class;JD-15895;Jonathan Doherty;Corporate;United States;Las Vegas;Nevada;89115;West;OFF-PA-10002036;Office Supplies;Paper;Xerox 1930;32,4;5,0;0,0;15,88;2012;12;12;3;6,48;0,49
7795;CA-2012-127481;2012-12-12;2012-12-15;Second Class;JD-15895;Jonathan Doherty;Corporate;United States;Las Vegas;Nevada;89115;West;OFF-PA-10002377;Office Supplies;Paper;Xerox 1916;97,88;2,0;0,0;48,94;2012;12;12;3;48,94;0,5
7796;CA-2012-112711;2012-07-12;2012-07-18;Standard Class;FM-14380;Fred McMath;Consumer;United States;Amarillo;Texas;79109;Central;TEC-PH-10000526;Technology;Phones;Vtech CS6719;307,17;4,0;20,0;30,72;2012;7;12;6;76,79;0,1
7797;US-2012-145121;2012-10-02;2012-10-06;Standard Class;MP-17965;Michael Paige;Corporate;United States;Middletown;Connecticut;6457;East;OFF-BI-10001078;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";26,9;5,0;0,0;13,18;2012;10;2;4;5,38;0,49
7798;CA-2014-166184;2014-03-25;2014-03-28;First Class;HR-14830;Harold Ryan;Corporate;United States;New York City;New York;10035;East;OFF-EN-10004483;Office Supplies;Envelopes;#10 White Business Envelopes,4 1/8 x 9 1/2;47,01;3,0;0,0;22,09;2014;3;25;3;15,67;0,47
7799;CA-2014-166184;2014-03-25;2014-03-28;First Class;HR-14830;Harold Ryan;Corporate;United States;New York City;New York;10035;East;TEC-PH-10002624;Technology;Phones;Samsung Galaxy S4 Mini;469,99;1,0;0,0;136,3;2014;3;25;3;469,99;0,29
7800;CA-2014-166184;2014-03-25;2014-03-28;First Class;HR-14830;Harold Ryan;Corporate;United States;New York City;New York;10035;East;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;207,85;3,0;10,0;2,31;2014;3;25;3;69,28;0,01
7801;CA-2014-157413;2014-06-02;2014-06-07;Standard Class;BW-11065;Barry Weirich;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-ST-10002756;Office Supplies;Storage;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";324,74;3,0;20,0;-77,13;2014;6;2;5;108,25;-0,24
7802;CA-2011-143637;2011-03-24;2011-03-29;Second Class;MS-17710;Maurice Satty;Consumer;United States;Fresno;California;93727;West;FUR-FU-10002813;Furniture;Furnishings;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;40,48;2,0;0,0;14,57;2011;3;24;5;20,24;0,36
7803;CA-2012-102260;2012-09-22;2012-09-26;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Franklin;Tennessee;37064;South;OFF-LA-10003714;Office Supplies;Labels;Avery 510;12,0;4,0;20,0;4,2;2012;9;22;4;3,0;0,35
7804;CA-2012-102260;2012-09-22;2012-09-26;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Franklin;Tennessee;37064;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;720,06;4,0;20,0;-63,01;2012;9;22;4;180,02;-0,09
7805;CA-2012-102260;2012-09-22;2012-09-26;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Franklin;Tennessee;37064;South;OFF-ST-10002289;Office Supplies;Storage;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";25,42;1,0;20,0;-4,77;2012;9;22;4;25,42;-0,19
7806;CA-2012-102260;2012-09-22;2012-09-26;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Franklin;Tennessee;37064;South;OFF-AR-10001315;Office Supplies;Art;Newell 310;2,82;2,0;20,0;0,32;2012;9;22;4;1,41;0,11
7807;CA-2012-102260;2012-09-22;2012-09-26;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Franklin;Tennessee;37064;South;OFF-BI-10000042;Office Supplies;Binders;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";3,2;2,0;70,0;-2,56;2012;9;22;4;1,6;-0,8
7808;US-2013-137295;2013-01-08;2013-01-13;Standard Class;VS-21820;Vivek Sundaresam;Consumer;United States;Raleigh;North Carolina;27604;South;OFF-BI-10004236;Office Supplies;Binders;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";30,83;7,0;70,0;-24,66;2013;1;8;5;4,4;-0,8
7809;US-2013-137295;2013-01-08;2013-01-13;Standard Class;VS-21820;Vivek Sundaresam;Consumer;United States;Raleigh;North Carolina;27604;South;OFF-AR-10001955;Office Supplies;Art;Newell 319;47,62;3,0;20,0;5,95;2013;1;8;5;15,87;0,12
7810;US-2013-137295;2013-01-08;2013-01-13;Standard Class;VS-21820;Vivek Sundaresam;Consumer;United States;Raleigh;North Carolina;27604;South;TEC-PH-10004080;Technology;Phones;Avaya 5410 Digital phone;108,78;2,0;20,0;10,88;2013;1;8;5;54,39;0,1
7811;CA-2013-134334;2013-02-14;2013-02-15;First Class;DK-13090;Dave Kipp;Consumer;United States;Clinton;Maryland;20735;East;OFF-PA-10000791;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;4,77;1,0;0,0;2,15;2013;2;14;1;4,77;0,45
7812;CA-2013-134334;2013-02-14;2013-02-15;First Class;DK-13090;Dave Kipp;Consumer;United States;Clinton;Maryland;20735;East;OFF-AR-10001770;Office Supplies;Art;Economy #2 Pencils;7,98;3,0;0,0;2,07;2013;2;14;1;2,66;0,26
7813;CA-2013-134334;2013-02-14;2013-02-15;First Class;DK-13090;Dave Kipp;Consumer;United States;Clinton;Maryland;20735;East;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;550,43;3,0;30,0;-47,18;2013;2;14;1;183,48;-0,09
7814;CA-2013-134334;2013-02-14;2013-02-15;First Class;DK-13090;Dave Kipp;Consumer;United States;Clinton;Maryland;20735;East;FUR-FU-10003274;Furniture;Furnishings;Regeneration Desk Collection;10,56;6,0;0,0;4,65;2013;2;14;1;1,76;0,44
7815;US-2014-109316;2014-06-09;2014-06-11;First Class;MG-17680;Maureen Gastineau;Home Office;United States;Los Angeles;California;90049;West;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;1497,67;2,0;15,0;140,96;2014;6;9;2;748,83;0,09
7816;US-2014-109316;2014-06-09;2014-06-11;First Class;MG-17680;Maureen Gastineau;Home Office;United States;Los Angeles;California;90049;West;TEC-PH-10000307;Technology;Phones;Shocksock Galaxy S4 Armband;17,52;2,0;20,0;-3,5;2014;6;9;2;8,76;-0,2
7817;CA-2013-138478;2013-10-22;2013-10-27;Second Class;DP-13390;Dennis Pardue;Home Office;United States;North Las Vegas;Nevada;89031;West;OFF-AR-10002240;Office Supplies;Art;Panasonic KP-150 Electric Pencil Sharpener;113,22;3,0;0,0;29,44;2013;10;22;5;37,74;0,26
7818;CA-2013-138478;2013-10-22;2013-10-27;Second Class;DP-13390;Dennis Pardue;Home Office;United States;North Las Vegas;Nevada;89031;West;OFF-PA-10001801;Office Supplies;Paper;Xerox 193;35,88;6,0;0,0;17,58;2013;10;22;5;5,98;0,49
7819;CA-2013-138478;2013-10-22;2013-10-27;Second Class;DP-13390;Dennis Pardue;Home Office;United States;North Las Vegas;Nevada;89031;West;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;4535,98;3,0;20,0;1644,29;2013;10;22;5;1511,99;0,36
7820;CA-2014-150469;2014-01-27;2014-01-31;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;San Francisco;California;94109;West;OFF-FA-10000611;Office Supplies;Fasteners;Binder Clips by OIC;11,84;8,0;0,0;5,68;2014;1;27;4;1,48;0,48
7821;CA-2014-152436;2014-12-09;2014-12-11;Second Class;CW-11905;Carl Weiss;Home Office;United States;Cranston;Rhode Island;2920;East;OFF-ST-10000036;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;592,74;6,0;0,0;160,04;2014;12;9;2;98,79;0,27
7822;CA-2013-169334;2013-10-22;2013-10-25;Second Class;GW-14605;Giulietta Weimer;Consumer;United States;Jackson;Tennessee;38301;South;OFF-ST-10004950;Office Supplies;Storage;Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost;111,67;9,0;20,0;6,98;2013;10;22;3;12,41;0,06
7823;US-2011-115413;2011-08-26;2011-09-01;Standard Class;PP-18955;Paul Prost;Home Office;United States;Newark;Delaware;19711;East;OFF-AR-10003770;Office Supplies;Art;Newell 340;8,64;3,0;0,0;2,51;2011;8;26;6;2,88;0,29
7824;US-2011-115413;2011-08-26;2011-09-01;Standard Class;PP-18955;Paul Prost;Home Office;United States;Newark;Delaware;19711;East;TEC-AC-10002800;Technology;Accessories;Plantronics Audio 478 Stereo USB Headset;149,97;3,0;0,0;52,49;2011;8;26;6;49,99;0,35
7825;CA-2011-125150;2011-05-16;2011-05-23;Standard Class;PW-19030;Pauline Webber;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10002439;Furniture;Chairs;Iceberg Nesting Folding Chair, 19w x 6d x 43h;232,88;5,0;20,0;17,47;2011;5;16;7;46,58;0,08
7826;CA-2012-127327;2012-02-03;2012-02-07;Standard Class;PW-19030;Pauline Webber;Corporate;United States;Rome;New York;13440;East;FUR-CH-10004218;Furniture;Chairs;Global Fabric Manager's Chair, Dark Gray;90,88;1,0;10,0;15,15;2012;2;3;4;90,88;0,17
7827;CA-2014-117114;2014-11-01;2014-11-06;Standard Class;CY-12745;Craig Yedwab;Corporate;United States;Chicago;Illinois;60610;Central;TEC-PH-10004042;Technology;Phones;ClearOne Communications CHAT 70 OC Speaker Phone;508,77;4,0;20,0;38,16;2014;11;1;5;127,19;0,08
7828;CA-2014-117114;2014-11-01;2014-11-06;Standard Class;CY-12745;Craig Yedwab;Corporate;United States;Chicago;Illinois;60610;Central;OFF-EN-10001137;Office Supplies;Envelopes;#10 Gummed Flap White Envelopes, 100/Box;9,91;3,0;20,0;3,22;2014;11;1;5;3,3;0,32
7829;CA-2012-137302;2012-04-26;2012-05-01;Standard Class;BW-11110;Bart Watters;Corporate;United States;San Diego;California;92105;West;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;63,94;3,0;20,0;6,39;2012;4;26;5;21,31;0,1
7830;CA-2012-137302;2012-04-26;2012-05-01;Standard Class;BW-11110;Bart Watters;Corporate;United States;San Diego;California;92105;West;OFF-AR-10000588;Office Supplies;Art;Newell 345;59,52;3,0;0,0;15,48;2012;4;26;5;19,84;0,26
7831;CA-2012-137302;2012-04-26;2012-05-01;Standard Class;BW-11110;Bart Watters;Corporate;United States;San Diego;California;92105;West;TEC-PH-10003174;Technology;Phones;RCA ViSYS 25825 Wireless digital phone;311,98;3,0;20,0;39,0;2012;4;26;5;103,99;0,12
7832;CA-2012-137302;2012-04-26;2012-05-01;Standard Class;BW-11110;Bart Watters;Corporate;United States;San Diego;California;92105;West;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;50,35;3,0;20,0;17,62;2012;4;26;5;16,78;0,35
7833;CA-2013-112382;2013-05-10;2013-05-14;Standard Class;MB-18085;Mick Brown;Consumer;United States;Houston;Texas;77036;Central;TEC-PH-10001552;Technology;Phones;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;19,14;2,0;20,0;1,91;2013;5;10;4;9,57;0,1
7834;CA-2012-128958;2012-01-24;2012-01-28;Standard Class;CR-12820;Cyra Reiten;Home Office;United States;West Palm Beach;Florida;33407;South;OFF-AR-10004757;Office Supplies;Art;Crayola Colored Pencils;13,12;5,0;20,0;2,13;2012;1;24;4;2,62;0,16
7835;CA-2012-106257;2012-04-13;2012-04-17;Second Class;EB-14110;Eugene Barchas;Consumer;United States;Los Angeles;California;90045;West;FUR-TA-10002530;Furniture;Tables;"Iceberg OfficeWorks 42"" Round Tables";241,57;2,0;20,0;-15,1;2012;4;13;4;120,78;-0,06
7836;CA-2012-106257;2012-04-13;2012-04-17;Second Class;EB-14110;Eugene Barchas;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10001494;Technology;Phones;Polycom CX600 IP Phone VoIP phone;479,92;2,0;20,0;41,99;2012;4;13;4;239,96;0,09
7837;CA-2012-149083;2012-09-25;2012-09-30;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10004289;Furniture;Chairs;Global Super Steno Chair;307,14;4,0;20,0;-11,52;2012;9;25;5;76,78;-0,04
7838;CA-2012-149083;2012-09-25;2012-09-30;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Seattle;Washington;98103;West;OFF-LA-10002945;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;12,6;2,0;0,0;5,8;2012;9;25;5;6,3;0,46
7839;CA-2012-149083;2012-09-25;2012-09-30;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Seattle;Washington;98103;West;TEC-AC-10002567;Technology;Accessories;Logitech G602 Wireless Gaming Mouse;159,98;2,0;0,0;57,59;2012;9;25;5;79,99;0,36
7840;US-2011-137869;2011-03-28;2011-04-02;Standard Class;CV-12295;Christina VanderZanden;Consumer;United States;Des Moines;Iowa;50315;Central;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;6,12;3,0;0,0;2,88;2011;3;28;5;2,04;0,47
7841;US-2011-137869;2011-03-28;2011-04-02;Standard Class;CV-12295;Christina VanderZanden;Consumer;United States;Des Moines;Iowa;50315;Central;FUR-TA-10003954;Furniture;Tables;Hon 94000 Series Round Tables;1184,72;4,0;0,0;106,62;2011;3;28;5;296,18;0,09
7842;CA-2013-116603;2013-07-18;2013-07-23;Standard Class;AT-10735;Annie Thurman;Consumer;United States;New York City;New York;10024;East;OFF-AP-10002892;Office Supplies;Appliances;Belkin F5C206VTEL 6 Outlet Surge;45,96;2,0;0,0;13,79;2013;7;18;5;22,98;0,3
7843;CA-2011-158470;2011-04-19;2011-04-23;Second Class;AG-10390;Allen Goldenen;Consumer;United States;Arlington;Virginia;22204;South;OFF-BI-10003638;Office Supplies;Binders;GBC Durable Plastic Covers;58,05;3,0;0,0;26,7;2011;4;19;4;19,35;0,46
7844;CA-2011-158470;2011-04-19;2011-04-23;Second Class;AG-10390;Allen Goldenen;Consumer;United States;Arlington;Virginia;22204;South;OFF-PA-10001569;Office Supplies;Paper;Xerox 232;71,28;11,0;0,0;34,21;2011;4;19;4;6,48;0,48
7845;US-2014-123834;2014-07-22;2014-07-26;Standard Class;GM-14500;Gene McClure;Consumer;United States;Pharr;Texas;78577;Central;FUR-TA-10001676;Furniture;Tables;Hon 61000 Series Interactive Training Tables;124,4;4,0;30,0;-21,33;2014;7;22;4;31,1;-0,17
7846;CA-2012-125976;2012-09-27;2012-10-02;Standard Class;JK-15205;Jamie Kunitz;Consumer;United States;Arlington;Virginia;22204;South;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;154,9;5,0;0,0;69,7;2012;9;27;5;30,98;0,45
7847;CA-2012-125976;2012-09-27;2012-10-02;Standard Class;JK-15205;Jamie Kunitz;Consumer;United States;Arlington;Virginia;22204;South;TEC-PH-10002496;Technology;Phones;Cisco SPA301;1871,88;12,0;0,0;561,56;2012;9;27;5;155,99;0,3
7848;CA-2013-128706;2013-02-27;2013-03-03;Standard Class;DW-13540;Don Weiss;Consumer;United States;Houston;Texas;77070;Central;FUR-FU-10004053;Furniture;Furnishings;DAX Two-Tone Silver Metal Document Frame;16,19;2,0;60,0;-6,88;2013;2;27;4;8,1;-0,42
7849;CA-2013-104311;2013-05-03;2013-05-07;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Irving;Texas;75061;Central;OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins;18,94;3,0;20,0;-3,79;2013;5;3;4;6,31;-0,2
7850;CA-2013-104311;2013-05-03;2013-05-07;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Irving;Texas;75061;Central;OFF-ST-10002957;Office Supplies;Storage;Sterilite Show Offs Storage Containers;12,67;3,0;20,0;-3,17;2013;5;3;4;4,22;-0,25
7851;CA-2013-104311;2013-05-03;2013-05-07;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Irving;Texas;75061;Central;OFF-LA-10000973;Office Supplies;Labels;Avery 502;5,04;2,0;20,0;1,76;2013;5;3;4;2,52;0,35
7852;CA-2011-169649;2011-12-09;2011-12-15;Standard Class;TS-21205;Thomas Seio;Corporate;United States;Chicago;Illinois;60653;Central;OFF-PA-10000143;Office Supplies;Paper;Astroparche Fine Business Paper;8,45;2,0;20,0;2,96;2011;12;9;6;4,22;0,35
7853;CA-2011-169649;2011-12-09;2011-12-15;Standard Class;TS-21205;Thomas Seio;Corporate;United States;Chicago;Illinois;60653;Central;OFF-AP-10003287;Office Supplies;Appliances;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;20,39;2,0;80,0;-53,01;2011;12;9;6;10,19;-2,6
7854;CA-2012-144890;2012-12-25;2012-12-29;Standard Class;SM-20320;Sean Miller;Home Office;United States;Los Angeles;California;90049;West;OFF-PA-10001526;Office Supplies;Paper;Xerox 1949;9,96;2,0;0,0;4,88;2012;12;25;4;4,98;0,49
7855;CA-2014-135587;2014-12-08;2014-12-13;Standard Class;BH-11710;Brosina Hoffman;Consumer;United States;Hattiesburg;Mississippi;39401;South;OFF-AP-10004540;Office Supplies;Appliances;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;320,64;4,0;0,0;89,78;2014;12;8;5;80,16;0,28
7856;CA-2014-135587;2014-12-08;2014-12-13;Standard Class;BH-11710;Brosina Hoffman;Consumer;United States;Hattiesburg;Mississippi;39401;South;TEC-AC-10001266;Technology;Accessories;Memorex Micro Travel Drive 8 GB;52,0;4,0;0,0;23,4;2014;12;8;5;13,0;0,45
7857;CA-2011-103429;2011-05-30;2011-06-01;First Class;LW-16825;Laurel Workman;Corporate;United States;New York City;New York;10024;East;OFF-BI-10004233;Office Supplies;Binders;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";25,58;2,0;20,0;8,95;2011;5;30;2;12,79;0,35
7858;CA-2011-103429;2011-05-30;2011-06-01;First Class;LW-16825;Laurel Workman;Corporate;United States;New York City;New York;10024;East;TEC-PH-10003505;Technology;Phones;Geemarc AmpliPOWER60;464,0;5,0;0,0;134,56;2011;5;30;2;92,8;0,29
7859;CA-2011-103429;2011-05-30;2011-06-01;First Class;LW-16825;Laurel Workman;Corporate;United States;New York City;New York;10024;East;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;235,95;3,0;0,0;77,86;2011;5;30;2;78,65;0,33
7860;CA-2011-103429;2011-05-30;2011-06-01;First Class;LW-16825;Laurel Workman;Corporate;United States;New York City;New York;10024;East;OFF-PA-10001712;Office Supplies;Paper;Xerox 1948;39,96;4,0;0,0;17,98;2011;5;30;2;9,99;0,45
7861;CA-2014-152261;2014-03-03;2014-03-07;Standard Class;JA-15970;Joseph Airdo;Consumer;United States;Cuyahoga Falls;Ohio;44221;East;OFF-BI-10002353;Office Supplies;Binders;GBC VeloBind Cover Sets;18,53;4,0;70,0;-12,35;2014;3;3;4;4,63;-0,67
7862;CA-2012-142993;2012-10-12;2012-10-17;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;Seattle;Washington;98103;West;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;17,9;2,0;0,0;3,4;2012;10;12;5;8,95;0,19
